-41.478,-41.478,-62.584,-62.584,-66.092
-41.559,-41.559,-62.523,-62.523,-66.052
-41.69,-41.69,-62.462,-62.462,-66.011
-41.868,-41.868,-62.401,-62.401,-65.97
-42.086,-42.086,-62.339,-62.339,-65.929
-42.338,-42.338,-62.277,-62.277,-65.888
-42.619,-42.619,-62.214,-62.214,-65.846
-42.922,-42.922,-62.151,-62.151,-65.805
-43.241,-43.241,-62.088,-62.088,-65.763
-43.572,-43.572,-62.024,-62.024,-65.721
-43.911,-43.911,-61.959,-61.959,-65.678
-44.254,-44.254,-61.894,-61.894,-65.636
-44.599,-44.599,-61.829,-61.829,-65.593
-44.943,-44.943,-61.763,-61.763,-65.55
-45.284,-45.284,-61.696,-61.696,-65.507
-45.621,-45.621,-61.629,-61.629,-65.464
-45.954,-45.954,-61.562,-61.562,-65.42
-46.281,-46.281,-61.494,-61.494,-65.377
-46.601,-46.601,-61.425,-61.425,-65.333
-46.916,-46.916,-61.356,-61.356,-65.288
-47.223,-47.223,-61.287,-61.287,-65.244
-47.524,-47.524,-61.217,-61.217,-65.199
-47.818,-47.818,-61.146,-61.146,-65.154
-48.105,-48.105,-61.075,-61.075,-65.109
-48.385,-48.385,-61.003,-61.003,-65.064
-48.659,-48.659,-60.93,-60.93,-65.018
-48.926,-48.926,-60.857,-60.857,-64.973
-49.187,-49.187,-60.783,-60.783,-64.927
-49.442,-49.442,-60.709,-60.709,-64.88
-49.691,-49.691,-60.634,-60.634,-64.834
-49.935,-49.935,-60.559,-60.559,-64.787
-50.172,-50.172,-60.482,-60.482,-64.74
-50.405,-50.405,-60.405,-60.405,-64.692
-50.632,-50.632,-60.328,-60.328,-64.645
-50.854,-50.854,-60.25,-60.25,-64.597
-51.071,-51.071,-60.171,-60.171,-64.549
-51.284,-51.284,-60.091,-60.091,-64.5
-51.492,-51.492,-60.01,-60.01,-64.452
-51.696,-51.696,-59.929,-59.929,-64.403
-51.895,-51.895,-59.847,-59.847,-64.354
-52.091,-52.091,-59.765,-59.765,-64.304
-52.283,-52.283,-59.681,-59.681,-64.254
-52.47,-52.47,-59.597,-59.597,-64.204
-52.655,-52.655,-59.512,-59.512,-64.154
-52.835,-52.835,-59.426,-59.426,-64.103
-53.013,-53.013,-59.339,-59.339,-64.052
-53.187,-53.187,-59.251,-59.251,-64.001
-53.358,-53.358,-59.163,-59.163,-63.95
-53.525,-53.525,-59.074,-59.074,-63.898
-53.69,-53.69,-58.983,-58.983,-63.846
-53.852,-53.852,-58.892,-58.892,-63.793
-54.011,-54.011,-58.8,-58.8,-63.74
-54.168,-54.168,-58.707,-58.707,-63.687
-54.321,-54.321,-58.612,-58.612,-63.634
-54.473,-54.473,-58.517,-58.517,-63.58
-54.622,-54.622,-58.421,-58.421,-63.526
-54.768,-54.768,-58.324,-58.324,-63.471
-54.912,-54.912,-58.226,-58.226,-63.416
-55.054,-55.054,-58.126,-58.126,-63.361
-55.194,-55.194,-58.026,-58.026,-63.306
-55.331,-55.331,-57.924,-57.924,-63.25
-55.467,-55.467,-57.821,-57.821,-63.194
-55.6,-55.6,-57.717,-57.717,-63.137
-55.732,-55.732,-57.612,-57.612,-63.08
-55.862,-55.862,-57.505,-57.505,-63.023
-55.99,-55.99,-57.397,-57.397,-62.965
-56.116,-56.116,-57.288,-57.288,-62.907
-56.24,-56.24,-57.177,-57.177,-62.849
-56.363,-56.363,-57.065,-57.065,-62.79
-56.484,-56.484,-56.952,-56.952,-62.73
-56.603,-56.603,-56.837,-56.837,-62.671
-56.721,-56.721,-56.721,-56.721,-62.611
-56.837,-56.837,-56.603,-56.603,-62.55
-56.952,-56.952,-56.484,-56.484,-62.489
-57.065,-57.065,-56.363,-56.363,-62.428
-57.177,-57.177,-56.24,-56.24,-62.366
-57.288,-57.288,-56.116,-56.116,-62.304
-57.397,-57.397,-55.99,-55.99,-62.241
-57.505,-57.505,-55.862,-55.862,-62.178
-57.612,-57.612,-55.732,-55.732,-62.114
-57.717,-57.717,-55.6,-55.6,-62.05
-57.821,-57.821,-55.467,-55.467,-61.985
-57.924,-57.924,-55.331,-55.331,-61.92
-58.026,-58.026,-55.194,-55.194,-61.855
-58.126,-58.126,-55.054,-55.054,-61.789
-58.226,-58.226,-54.912,-54.912,-61.722
-58.324,-58.324,-54.768,-54.768,-61.655
-58.421,-58.421,-54.622,-54.622,-61.588
-58.517,-58.517,-54.473,-54.473,-61.519
-58.612,-58.612,-54.321,-54.321,-61.451
-58.707,-58.707,-54.168,-54.168,-61.382
-58.8,-58.8,-54.011,-54.011,-61.312
-58.892,-58.892,-53.852,-53.852,-61.241
-58.983,-58.983,-53.69,-53.69,-61.171
-59.074,-59.074,-53.525,-53.525,-61.099
-59.163,-59.163,-53.358,-53.358,-61.027
-59.251,-59.251,-53.187,-53.187,-60.954
-59.339,-59.339,-53.013,-53.013,-60.881
-59.426,-59.426,-52.835,-52.835,-60.807
-59.512,-59.512,-52.655,-52.655,-60.733
-59.597,-59.597,-52.47,-52.47,-60.657
-59.681,-59.681,-52.283,-52.283,-60.581
-59.765,-59.765,-52.091,-52.091,-60.505
-59.847,-59.847,-51.895,-51.895,-60.428
-59.929,-59.929,-51.696,-51.696,-60.35
-60.01,-60.01,-51.492,-51.492,-60.271
-60.091,-60.091,-51.284,-51.284,-60.192
-60.171,-60.171,-51.071,-51.071,-60.112
-60.25,-60.25,-50.854,-50.854,-60.031
-60.328,-60.328,-50.632,-50.632,-59.949
-60.405,-60.405,-50.405,-50.405,-59.867
-60.482,-60.482,-50.172,-50.172,-59.784
-60.559,-60.559,-49.935,-49.935,-59.7
-60.634,-60.634,-49.691,-49.691,-59.615
-60.709,-60.709,-49.442,-49.442,-59.53
-60.783,-60.783,-49.187,-49.187,-59.443
-60.857,-60.857,-48.926,-48.926,-59.356
-60.93,-60.93,-48.659,-48.659,-59.268
-61.003,-61.003,-48.385,-48.385,-59.179
-61.075,-61.075,-48.105,-48.105,-59.089
-61.146,-61.146,-47.818,-47.818,-58.998
-61.217,-61.217,-47.524,-47.524,-58.906
-61.287,-61.287,-47.223,-47.223,-58.813
-61.356,-61.356,-46.916,-46.916,-58.719
-61.425,-61.425,-46.601,-46.601,-58.624
-61.494,-61.494,-46.281,-46.281,-58.528
-61.562,-61.562,-45.954,-45.954,-58.431
-61.629,-61.629,-45.621,-45.621,-58.333
-61.696,-61.696,-45.284,-45.284,-58.234
-61.763,-61.763,-44.943,-44.943,-58.133
-61.829,-61.829,-44.599,-44.599,-58.032
-61.894,-61.894,-44.254,-44.254,-57.929
-61.959,-61.959,-43.911,-43.911,-57.825
-62.024,-62.024,-43.572,-43.572,-57.72
-62.088,-62.088,-43.241,-43.241,-57.613
-62.151,-62.151,-42.922,-42.922,-57.505
-62.214,-62.214,-42.619,-42.619,-57.396
-62.277,-62.277,-42.338,-42.338,-57.285
-62.339,-62.339,-42.086,-42.086,-57.173
-62.401,-62.401,-41.868,-41.868,-57.06
-62.462,-62.462,-41.69,-41.69,-56.945
-62.523,-62.523,-41.559,-41.559,-56.828
-62.584,-62.584,-41.478,-41.478,-56.71
-62.644,-62.644,-41.451,-41.451,-56.59
-62.703,-62.703,-41.478,-41.478,-56.469
-62.763,-62.763,-41.559,-41.559,-56.345
-62.821,-62.821,-41.69,-41.69,-56.22
-62.88,-62.88,-41.868,-41.868,-56.094
-62.938,-62.938,-42.086,-42.086,-55.965
-62.996,-62.996,-42.338,-42.338,-55.834
-63.053,-63.053,-42.619,-42.619,-55.702
-63.11,-63.11,-42.922,-42.922,-55.567
-63.167,-63.167,-43.241,-43.241,-55.43
-63.223,-63.223,-43.572,-43.572,-55.291
-63.279,-63.279,-43.911,-43.911,-55.15
-63.334,-63.334,-44.254,-44.254,-55.006
-63.389,-63.389,-44.599,-44.599,-54.86
-63.444,-63.444,-44.943,-44.943,-54.712
-63.498,-63.498,-45.284,-45.284,-54.561
-63.553,-63.553,-45.621,-45.621,-54.407
-63.606,-63.606,-45.954,-45.954,-54.251
-63.66,-63.66,-46.281,-46.281,-54.091
-63.713,-63.713,-46.601,-46.601,-53.929
-63.766,-63.766,-46.916,-46.916,-53.763
-63.818,-63.818,-47.223,-47.223,-53.595
-63.87,-63.87,-47.524,-47.524,-53.423
-63.922,-63.922,-47.818,-47.818,-53.247
-63.974,-63.974,-48.105,-48.105,-53.068
-64.025,-64.025,-48.385,-48.385,-52.885
-64.076,-64.076,-48.659,-48.659,-52.699
-64.127,-64.127,-48.926,-48.926,-52.508
-64.177,-64.177,-49.187,-49.187,-52.312
-64.227,-64.227,-49.442,-49.442,-52.113
-64.277,-64.277,-49.691,-49.691,-51.908
-64.327,-64.327,-49.935,-49.935,-51.699
-64.376,-64.376,-50.172,-50.172,-51.485
-64.425,-64.425,-50.405,-50.405,-51.265
-64.473,-64.473,-50.632,-50.632,-51.039
-64.522,-64.522,-50.854,-50.854,-50.807
-64.57,-64.57,-51.071,-51.071,-50.569
-64.618,-64.618,-51.284,-51.284,-50.325
-64.666,-64.666,-51.492,-51.492,-50.073
-64.713,-64.713,-51.696,-51.696,-49.814
-64.76,-64.76,-51.895,-51.895,-49.546
-64.807,-64.807,-52.091,-52.091,-49.271
-64.853,-64.853,-52.283,-52.283,-48.986
-64.9,-64.9,-52.47,-52.47,-48.691
-64.946,-64.946,-52.655,-52.655,-48.387
-64.992,-64.992,-52.835,-52.835,-48.071
-65.037,-65.037,-53.013,-53.013,-47.743
-65.083,-65.083,-53.187,-53.187,-47.402
-65.128,-65.128,-53.358,-53.358,-47.048
-65.173,-65.173,-53.525,-53.525,-46.678
-65.218,-65.218,-53.69,-53.69,-46.292
-65.262,-65.262,-53.852,-53.852,-45.888
-65.306,-65.306,-54.011,-54.011,-45.464
-65.35,-65.35,-54.168,-54.168,-45.018
-65.394,-65.394,-54.321,-54.321,-44.549
-65.438,-65.438,-54.473,-54.473,-44.052
-65.481,-65.481,-54.622,-54.622,-43.526
-65.524,-65.524,-54.768,-54.768,-42.965
-65.567,-65.567,-54.912,-54.912,-42.366
-65.61,-65.61,-55.054,-55.054,-41.722
-65.652,-65.652,-55.194,-55.194,-41.027
-65.695,-65.695,-55.331,-55.331,-40.271
-65.737,-65.737,-55.467,-55.467,-39.443
-65.779,-65.779,-55.6,-55.6,-38.528
-65.821,-65.821,-55.732,-55.732,-37.505
-65.862,-65.862,-55.862,-55.862,-36.345
-65.903,-65.903,-55.99,-55.99,-35.006
-65.944,-65.944,-56.116,-56.116,-33.423
-65.985,-65.985,-56.24,-56.24,-31.485
-66.026,-66.026,-56.363,-56.363,-28.986
-66.067,-66.067,-56.484,-56.484,-25.464
-66.107,-66.107,-56.603,-56.603,-19.443
-66.147,-66.147,-56.721,-56.721,Inf
